SWIS Number ,Activity,OperationalStatus,Category,Activity Classification,County
15-AA-0061,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Kern
15-AA-0061,Green Material Composting Facility,Absorbed,Composting,Solid Waste Facility,Kern
15-AA-0062,Green Material Composting Facility,Absorbed,Composting,Solid Waste Facility,Kern
15-AA-0062,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Kern
15-AA-0150,Green Material Composting Facility,Active,Composting,Solid Waste Facility,Kern
15-AA-0150,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Kern
15-AA-0151,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Kern
15-AA-0272,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-AA-0273,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Kern
15-AA-0273,Green Material Composting Facility,Absorbed,Composting,Solid Waste Facility,Kern
15-AA-0311,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Kern
15-AA-0311,Green Material Composting Facility,Active,Composting,Solid Waste Facility,Kern
15-CR-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0024,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0027,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0041,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0042,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0060,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
15-CR-0096,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Kern
16-AA-0016,Green Material Composting Facility,Closed,Composting,Solid Waste Facility,Kings
17-CR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Lake
18-AA-0006,Solid Waste Disposal Site,Absorbed,Disposal,Solid Waste Disposal Site,Lassen
18-AA-0006,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Lassen
18-AA-0007,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Lassen
18-AA-0007,Solid Waste Disposal Site,Absorbed,Disposal,Solid Waste Disposal Site,Lassen
18-CR-0001,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Lassen
18-CR-0004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Lassen
19-AA-0001,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0004,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-0021,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-0022,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-0042,Inert Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Los Angeles
19-AA-0056,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Los Angeles
19-AA-0057,Solid Waste Landfill,Inactive,Disposal,Solid Waste Facility,Los Angeles
19-AA-0300,Limited Volume Transfer Operation,Planned,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-0301,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-0389,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-0778,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-0779,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-0814,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0817,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0818,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0837,Small Volume Transfer Station,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0838,Inert Debris Engineered Fill Operation,Active,Disposal,Solid Waste Operation,Los Angeles
19-AA-0856,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-0857,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-5067,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5068,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5107,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5183,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5184,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5199,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5227,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5276,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5278,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5344,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5374,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AE-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AF-0001,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Los Angeles
19-AK-5004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AK-5024,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AQ-0014,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AQ-0015,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-0003,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-0835,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-5133,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-5587,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-DE-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-DE-0008,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
20-AA-0028,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Madera
21-AA-0001,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Marin
21-AA-0001,Composting Facility (Mixed),Closed,Composting,Solid Waste Facility,Marin
21-AA-0001,Composting Facility (Other),Closed,Composting,Solid Waste Facility,Marin
21-AA-0002,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Marin
21-CR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Marin
21-CR-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Marin
22-CR-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mariposa
23-AA-0013,Wood Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Mendocino
23-AA-0014,Wood Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Mendocino
23-AA-0029,Green Material Composting Facility,Active,Composting,Solid Waste Facility,Mendocino
23-CR-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mendocino
23-CR-0024,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mendocino
23-CR-0025,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mendocino
23-CR-0041,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mendocino
24-AA-0001,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Merced
24-AA-0020,Green Material Composting Facility,Active,Composting,Solid Waste Facility,Merced
24-CR-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Merced
24-CR-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Merced
25-AA-0003,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Modoc
25-AA-0006,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Modoc
25-AA-0026,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Modoc
25-AA-0027,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Modoc
26-AA-0007,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Mono
26-CR-0008,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mono
26-CR-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mono
27-AA-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Monterey
27-AA-0012,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Monterey
27-AA-0084,Green Material Composting Facility,Closed,Composting,Solid Waste Facility,Monterey
27-CR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Monterey
28-AA-0027,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Napa
28-AA-0028,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Napa
29-CR-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Nevada
30-AB-0166,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-AB-0168,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-CR-0024,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-CR-0056,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-CR-0057,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-CR-0074,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-CR-0092,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-CR-0106,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-CR-0107,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
30-CR-0128,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Orange
31-AA-0540,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Placer
31-AA-0600,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Placer
32-AA-0020,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Plumas
32-CR-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Plumas
32-CR-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Plumas
33-AA-0002,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
33-AA-0003,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Riverside
33-AA-0017,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Riverside
33-AA-0070,Solid Waste Disposal Site,Active,Disposal,Solid Waste Disposal Site,Riverside
33-AA-0071,Solid Waste Landfill,Inactive,Disposal,Solid Waste Facility,Riverside
33-AA-0231,Solid Waste Disposal Site,Absorbed,Disposal,Solid Waste Disposal Site,Riverside
33-AA-0231,Inert Debris Engineered Fill Operation,Active,Disposal,Solid Waste Operation,Riverside
33-AA-0251,Inert Debris Engineered Fill Operation,Active,Disposal,Solid Waste Operation,Riverside
33-CR-0001,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
33-CR-0002,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
33-CR-0016,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
33-CR-0019,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
33-CR-0033,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
33-CR-0034,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
34-AA-0007,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Sacramento
34-AA-0033,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Sacramento
34-CR-5010,Inert Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Sacramento
34-CR-5011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sacramento
34-CR-5046,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sacramento
35-AA-0021,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,San Benito
36-AA-0038,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
36-AA-0039,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,San Bernardino
36-AA-0056,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,San Bernardino
36-AA-0057,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,San Bernardino
36-AA-0057,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,San Bernardino
36-AA-0346,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Bernardino
36-AA-0346,Composting Facility (Mixed),Active,Composting,Solid Waste Facility,San Bernardino
36-AA-0346,Medium Volume CDI Debris Processing Facility,Planned,Transfer/Processing,Solid Waste Facility,San Bernardino
36-AA-0403,Composting Facility (Mixed),Active,Composting,Solid Waste Facility,San Bernardino
36-CR-0023,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
37-AA-0010,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,San Diego
37-AA-0010,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,San Diego
37-AA-0016,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-AA-0429,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-AA-0901,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-AO-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0013,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0064,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0082,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0103,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
39-AA-0003,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,San Joaquin
39-AA-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Joaquin
39-AA-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Joaquin
39-AA-0022,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,San Joaquin
39-CR-0021,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Joaquin
39-CR-0034,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Joaquin
39-CR-0036,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Joaquin
40-CR-0012,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Luis Obispo
40-CR-0026,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Luis Obispo
41-AA-0012,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Mateo
41-CR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Mateo
41-CR-0008,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Mateo
42-AA-0014,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Santa Barbara
42-AA-0014,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Santa Barbara
42-AA-0063,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Santa Barbara
42-AA-0063,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Santa Barbara
42-CR-0013,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Barbara
42-CR-0031,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Barbara
43-AA-0015,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Santa Clara
43-AA-0015,Composting Facility (Mixed),Active,Composting,Solid Waste Facility,Santa Clara
43-AN-0015,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Santa Clara
43-AN-0015,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Santa Clara
43-CR-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Clara
44-AA-0001,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Santa Cruz
44-AA-0001,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Santa Cruz
44-CR-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Cruz
45-AA-0011,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Shasta
45-AA-0012,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Shasta
45-AA-0057,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Shasta
45-CR-0014,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Shasta
45-CR-0015,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Shasta
46-CR-0004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sierra
46-CR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sierra
47-AA-0003,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Siskiyou
47-AA-0026,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Siskiyou
